Date,Crude Oil,Brent Crude,Unleaded Gasoline,Heating Oil,Gas Oil,Natural Gas
30/6/05,-0.0133,-0.0099,-0.0122,0.0084,0.0220,-0.0151
1/7/05,0.0390,0.0359,0.0515,0.0448,0.0288,0.0268
4/7/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5/7/05,0.0142,0.0173,0.0200,0.0124,0.0240,0.0415
6/7/05,0.0280,0.0220,0.0623,0.0353,0.0133,0.0281
7/7/05,-0.0090,-0.0096,0.0087,-0.0111,-0.0260,-0.0385
8/7/05,-0.0149,-0.0154,-0.0287,-0.0297,0.0095,0.0115
11/7/05,-0.0075,-0.0082,-0.0219,-0.0181,-0.0424,0.0038
12/7/05,0.0291,0.0222,0.0164,0.0426,0.0523,0.0515
13/7/05,-0.0074,-0.0078,-0.0194,-0.0148,-0.0238,0.0048
14/7/05,-0.0332,-0.0340,-0.0400,-0.0328,-0.0340,-0.0066
15/7/05,0.0073,0.0097,0.0028,0.0038,0.0127,0.0004
18/7/05,-0.0121,-0.0102,-0.0196,-0.0157,-0.0188,-0.0238
19/7/05,0.0046,0.0050,0.0175,-0.0014,-0.0019,-0.0091
20/7/05,-0.0115,-0.0099,0.0053,-0.0165,-0.0043,-0.0056
21/7/05,-0.0155,-0.0158,-0.0071,-0.0132,-0.0188,-0.0337
22/7/05,0.0263,0.0296,0.0260,0.0096,0.0154,0.0100
25/7/05,0.0060,0.0045,-0.0049,0.0116,0.0019,-0.0130
26/7/05,0.0034,0.0049,-0.0026,-0.0010,0.0246,0.0180
27/7/05,-0.0015,0.0010,0.0154,0.0051,-0.0098,0.0178
28/7/05,0.0139,0.0130,0.0071,0.0137,-0.0080,0.0134
29/7/05,0.0104,0.0102,0.0088,-0.0005,0.0174,0.0245
1/8/05,0.0164,0.0197,0.0121,0.0240,0.0212,0.0336
2/8/05,0.0052,0.0020,0.0196,0.0048,-0.0092,0.0271
3/8/05,-0.0168,-0.0182,-0.0060,-0.0212,-0.0083,-0.0032
4/8/05,0.0085,0.0079,0.0176,0.0112,0.0083,0.0143
5/8/05,0.0181,0.0153,0.0067,0.0183,0.0027,0.0279
8/8/05,0.0287,0.0271,0.0080,0.0373,0.0447,-0.0008
9/8/05,-0.0094,-0.0082,-0.0253,-0.0035,0.0050,-0.0038
10/8/05,0.0325,0.0269,0.0297,0.0370,0.0142,0.0474
11/8/05,0.0139,0.0098,0.0166,0.0339,0.0407,0.0250
12/8/05,0.0093,0.0061,0.0115,0.0025,0.0029,0.0303
15/8/05,-0.0045,0.0009,-0.0130,-0.0159,-0.0171,-0.0049
16/8/05,-0.0055,-0.0040,0.0104,-0.0025,-0.0013,0.0226
17/8/05,-0.0437,-0.0389,-0.0471,-0.0452,-0.0221,-0.0375
18/8/05,-0.0013,-0.0030,-0.0191,0.0034,-0.0147,-0.0520
19/8/05,0.0312,0.0275,0.0275,0.0179,0.0254,0.0237
22/8/05,-0.0021,0.0012,-0.0153,-0.0039,0.0148,0.0483
23/8/05,0.0009,0.0046,0.0046,0.0009,-0.0114,0.0111
24/8/05,0.0242,0.0231,0.0365,0.0281,0.0047,0.0307
25/8/05,0.0025,0.0045,0.0094,0.0023,0.0126,-0.0194
26/8/05,-0.0203,-0.0218,-0.0131,-0.0194,-0.0004,-0.0021
29/8/05,0.0160,0.0000,0.0597,0.0331,0.0000,0.1275
30/8/05,0.0381,0.0369,0.1117,0.0751,0.0408,0.0456
31/8/05,-0.0125,-0.0083,0.0250,-0.0041,0.0198,-0.0162
1/9/05,0.0076,0.0095,0.0659,0.0571,0.0233,0.0245
2/9/05,-0.0277,-0.0228,-0.0982,-0.0501,-0.0240,-0.0056
5/9/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6/9/05,-0.0241,-0.0166,-0.0608,-0.0178,-0.0067,-0.0029
7/9/05,-0.0244,-0.0267,-0.0161,-0.0458,-0.0155,-0.0399
8/9/05,0.0043,0.0038,-0.0024,-0.0133,-0.0425,0.0221
9/9/05,-0.0037,-0.0031,-0.0393,-0.0117,0.0105,0.0042
12/9/05,-0.0104,-0.0137,-0.0445,-0.0399,-0.0517,-0.0088
13/9/05,-0.0015,0.0001,0.0042,0.0183,0.0140,-0.0131
14/9/05,0.0322,0.0332,0.0230,0.0475,0.0279,0.0450
15/9/05,-0.0073,-0.0077,-0.0207,-0.0058,0.0025,0.0170
16/9/05,-0.0297,-0.0288,-0.0512,-0.0389,-0.0301,-0.0076
19/9/05,0.0638,0.0563,0.1110,0.0965,0.0758,0.1104
20/9/05,-0.0196,-0.0208,-0.0281,-0.0129,-0.0349,-0.0177
21/9/05,0.0090,0.0077,0.0237,0.0096,0.0349,-0.0026
22/9/05,-0.0045,0.0000,0.0324,0.0010,0.0068,0.0059
23/9/05,-0.0354,-0.0328,-0.0218,-0.0399,-0.0617,-0.0301
26/9/05,0.0251,0.0236,0.0413,0.0521,0.0250,0.0349
27/9/05,-0.0115,-0.0137,0.0060,0.0025,0.0272,-0.0013
28/9/05,0.0195,0.0148,0.0395,0.0350,0.0268,0.0720
29/9/05,0.0066,-0.0029,-0.0157,-0.0065,-0.0161,0.0068
30/9/05,-0.0083,-0.0057,-0.0213,-0.0116,-0.0056,-0.0196
3/10/05,-0.0117,-0.0108,-0.0167,-0.0231,0.0004,0.0069
4/10/05,-0.0243,-0.0249,-0.0228,-0.0151,-0.0319,0.0147
5/10/05,-0.0175,-0.0169,-0.0550,-0.0172,0.0110,-0.0029
6/10/05,-0.0230,-0.0305,-0.0359,-0.0323,-0.0343,-0.0587
7/10/05,0.0071,0.0113,-0.0075,0.0091,0.0032,-0.0031
10/10/05,-0.0014,-0.0010,-0.0140,0.0098,0.0012,-0.0113
11/10/05,0.0246,0.0229,0.0182,0.0255,0.0232,0.0456
12/10/05,0.0074,0.0066,0.0010,0.0046,0.0045,0.0082
13/10/05,-0.0174,-0.0116,-0.0290,-0.0070,-0.0071,-0.0181
14/10/05,-0.0099,-0.0142,-0.0131,-0.0218,-0.0384,0.0063
17/10/05,0.0258,0.0180,0.0332,0.0165,0.0306,0.0391
18/10/05,-0.0186,-0.0207,-0.0428,-0.0284,-0.0183,-0.0353
19/10/05,-0.0150,-0.0119,-0.0290,-0.0112,-0.0106,0.0043
20/10/05,-0.0245,-0.0133,-0.0348,-0.0252,-0.0293,-0.0455
21/10/05,0.0101,0.0107,0.0229,0.0016,-0.0168,-0.0058
24/10/05,-0.0051,-0.0051,-0.0247,-0.0280,0.0036,0.0008
25/10/05,0.0345,0.0354,0.0402,0.0452,0.0224,0.0930
26/10/05,-0.0289,-0.0232,-0.0474,-0.0178,0.0253,-0.0282
27/10/05,0.0070,0.0020,0.0034,0.0014,-0.0201,-0.0271
28/10/05,0.0021,0.0017,0.0236,-0.0023,-0.0091,-0.0471
31/10/05,-0.0242,-0.0197,-0.0464,-0.0392,-0.0278,-0.0673
1/11/05,0.0015,0.0068,0.0085,-0.0104,-0.0095,-0.0287
2/11/05,-0.0017,0.0015,-0.0217,-0.0123,-0.0242,-0.0218
3/11/05,0.0334,0.0341,0.0361,0.0281,0.0138,0.0073
4/11/05,-0.0196,-0.0209,-0.0116,-0.0206,0.0014,-0.0237
7/11/05,-0.0149,-0.0154,-0.0244,0.0003,-0.0221,0.0516
8/11/05,0.0073,0.0036,0.0121,0.0019,-0.0024,0.0065
9/11/05,-0.0116,-0.0142,-0.0019,0.0121,0.0250,-0.0032
10/11/05,-0.0148,-0.0186,-0.0210,-0.0178,-0.0261,-0.0184
11/11/05,-0.0012,-0.0039,0.0011,0.0003,0.0011,0.0330
14/11/05,0.0005,-0.0025,0.0020,0.0054,0.0116,0.0036
15/11/05,-0.0155,-0.0124,-0.0250,-0.0269,-0.0084,0.0040
16/11/05,0.0145,0.0149,0.0150,0.0240,-0.0084,0.0594
17/11/05,-0.0225,-0.0206,-0.0146,-0.0163,0.0065,-0.0293
18/11/05,0.0011,0.0013,-0.0013,-0.0012,-0.0212,-0.0512
21/11/05,0.0085,0.0095,0.0005,0.0055,0.0175,-0.0168
22/11/05,0.0196,0.0167,0.0197,0.0125,0.0144,0.0158
23/11/05,-0.0022,-0.0045,-0.0133,-0.0265,-0.0314,-0.0007
24/11/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25/11/05,0.0000,-0.0231,0.0000,0.0000,-0.0266,0.0000
28/11/05,-0.0233,0.0004,-0.0339,-0.0327,-0.0019,-0.0351
29/11/05,-0.0151,-0.0098,-0.0145,-0.0122,0.0054,0.0087
30/11/05,0.0144,0.0157,0.0281,0.0105,-0.0093,0.0700
1/12/05,0.0199,0.0184,0.0428,0.0286,0.0078,0.0344
2/12/05,0.0144,0.0151,0.0307,0.0190,0.0232,0.0671
5/12/05,0.0099,0.0122,-0.0134,0.0098,0.0278,-0.0196
6/12/05,0.0005,-0.0029,-0.0040,-0.0098,-0.0278,-0.0126
7/12/05,-0.0090,-0.0098,-0.0032,-0.0146,-0.0049,0.0171
8/12/05,0.0272,0.0299,0.0440,0.0320,0.0127,0.0910
9/12/05,-0.0175,-0.0197,-0.0092,-0.0226,0.0164,-0.0456
12/12/05,0.0341,0.0350,0.0315,0.0280,-0.0046,0.0369
13/12/05,0.0039,0.0018,0.0053,0.0355,0.0311,0.0349
14/12/05,-0.0071,-0.0043,-0.0087,0.0007,0.0045,-0.0464
15/12/05,-0.0125,-0.0066,-0.0176,-0.0312,0.0000,-0.0593
16/12/05,-0.0341,-0.0372,-0.0314,-0.0335,-0.0500,-0.0114
19/12/05,-0.0171,-0.0167,-0.0208,-0.0156,-0.0265,0.0274
20/12/05,0.0007,-0.0011,-0.0072,0.0080,0.0078,0.0033
21/12/05,0.0081,0.0079,0.0081,0.0169,0.0111,0.0137
22/12/05,-0.0048,-0.0054,0.0024,-0.0125,0.0086,-0.0969
23/12/05,0.0026,0.0025,0.0037,-0.0182,-0.0274,-0.0486
26/12/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
27/12/05,-0.0046,-0.0060,-0.0157,-0.0349,-0.0157,-0.1005
28/12/05,0.0281,0.0242,0.0409,0.0263,0.0074,0.0368
29/12/05,0.0083,0.0070,0.0330,0.0134,0.0112,-0.0362
30/12/05,0.0119,0.0142,0.0319,0.0210,0.0082,0.0002
2/1/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3/1/06,0.0338,0.0382,0.0133,0.0149,0.0576,-0.0548
4/1/06,0.0044,0.0052,0.0192,0.0118,-0.0142,-0.0412
5/1/06,-0.0100,-0.0109,0.0014,-0.0164,0.0032,-0.0709
6/1/06,0.0224,0.0251,0.0158,0.0070,0.0032,0.0139
9/1/06,-0.0084,-0.0075,-0.0218,-0.0149,-0.0126,-0.0259
10/1/06,-0.0001,0.0013,-0.0128,-0.0130,-0.0070,0.0006
11/1/06,0.0091,0.0048,0.0020,-0.0030,-0.0188,-0.0083
12/1/06,0.0021,0.0039,-0.0017,-0.0055,0.0363,-0.0278
13/1/06,0.0031,0.0028,0.0092,0.0060,-0.0207,-0.0141
16/1/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17/1/06,0.0359,0.0337,0.0473,0.0423,0.0427,0.0433
18/1/06,-0.0104,-0.0108,-0.0215,-0.0178,0.0036,-0.0493
19/1/06,0.0141,0.0159,0.0061,0.0244,0.0000,0.0227
20/1/06,0.0190,0.0163,0.0215,0.0341,0.0304,0.0388
23/1/06,-0.0056,-0.0038,-0.0102,-0.0135,0.0061,-0.0752
24/1/06,-0.0154,-0.0134,-0.0227,-0.0152,-0.0100,0.0099
25/1/06,-0.0182,-0.0184,-0.0403,-0.0168,-0.0328,-0.0237
26/1/06,0.0062,0.0106,0.0149,-0.0045,0.0054,-0.0253
27/1/06,0.0224,0.0214,0.0271,0.0178,0.0125,0.0101
30/1/06,0.0087,0.0081,0.0176,0.0158,0.0071,0.0987
31/1/06,-0.0063,-0.0070,-0.0203,-0.0102,0.0048,-0.0078
1/2/06,-0.0202,-0.0146,-0.0432,-0.0130,-0.0031,-0.0658
2/2/06,-0.0286,-0.0320,-0.0373,-0.0296,-0.0267,-0.0441
3/2/06,0.0106,0.0097,0.0096,0.0061,-0.0109,0.0314
6/2/06,-0.0040,0.0001,-0.0226,-0.0106,0.0095,-0.0745
7/2/06,-0.0282,-0.0238,-0.0098,-0.0359,-0.0258,-0.0122
8/2/06,-0.0057,-0.0059,-0.0080,-0.0105,-0.0061,-0.0106
9/2/06,0.0041,0.0006,0.0009,0.0036,-0.0008,-0.0278
10/2/06,-0.0087,-0.0100,-0.0147,-0.0097,-0.0105,-0.0171
13/2/06,-0.0055,-0.0043,-0.0063,0.0025,0.0032,-0.0060
14/2/06,-0.0208,-0.0177,-0.0501,-0.0182,-0.0209,-0.0174
15/2/06,-0.0296,-0.0231,0.0002,-0.0060,0.0076,-0.0069
16/2/06,0.0147,0.0103,0.0341,0.0101,-0.0076,0.0081
17/2/06,0.0191,0.0188,0.0380,0.0178,0.0204,0.0091
20/2/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21/2/06,0.0234,0.0253,-0.0108,0.0066,0.0126,0.0697
22/2/06,-0.0280,-0.0189,-0.0317,-0.0138,-0.0197,-0.0625
23/2/06,-0.0077,0.0038,0.0139,0.0039,0.0108,0.0154
24/2/06,0.0384,0.0309,0.0224,0.0379,0.0218,-0.0310
27/2/06,-0.0308,-0.0254,-0.0372,-0.0269,-0.0190,-0.0743
28/2/06,0.0067,0.0121,0.0259,0.0152,0.0102,-0.0111
1/3/06,0.0091,0.0095,0.0197,0.0140,0.0165,0.0028
2/3/06,0.0222,0.0243,0.0423,0.0328,0.0211,0.0040
3/3/06,0.0049,0.0014,0.0294,0.0044,0.0031,0.0044
6/3/06,-0.0200,-0.0261,-0.0512,-0.0309,-0.0031,-0.0364
7/3/06,-0.0077,-0.0156,-0.0084,-0.0177,-0.0291,0.0261
8/3/06,-0.0196,-0.0184,0.0095,-0.0162,-0.0207,0.0018
9/3/06,0.0149,0.0150,0.0352,0.0159,0.0081,-0.0017
10/3/06,-0.0029,-0.0062,-0.0161,-0.0147,-0.0061,0.0129
13/3/06,0.0353,0.0247,0.0345,0.0324,0.0197,0.0551
14/3/06,0.0221,0.0254,0.0490,0.0401,0.0240,0.0191
15/3/06,-0.0194,-0.0183,-0.0212,-0.0222,0.0173,-0.0040
16/3/06,0.0196,0.0187,0.0195,0.0171,-0.0200,0.0147
17/3/06,-0.0139,-0.0145,-0.0098,-0.0163,0.0187,-0.0279
20/3/06,-0.0355,-0.0307,-0.0257,-0.0260,-0.0182,-0.0324
21/3/06,0.0061,0.0113,0.0101,0.0162,-0.0163,0.0047
22/3/06,-0.0092,-0.0104,-0.0370,-0.0157,0.0163,0.0130
23/3/06,0.0341,0.0285,0.0384,0.0237,-0.0005,0.0500
24/3/06,0.0055,0.0036,0.0137,0.0037,0.0072,-0.0013
27/3/06,-0.0016,0.0012,0.0050,-0.0051,-0.0063,-0.0292
28/3/06,0.0293,0.0220,0.0281,0.0242,0.0239,0.0194
29/3/06,0.0057,0.0097,0.0166,0.0113,0.0044,0.0097
30/3/06,0.0105,0.0113,0.0014,0.0160,0.0134,0.0041
31/3/06,-0.0078,-0.0084,-0.0136,-0.0086,0.0004,-0.0377
3/4/06,0.0016,0.0130,-0.0113,-0.0006,0.0196,0.0047
4/4/06,-0.0077,-0.0066,0.0172,-0.0035,-0.0234,-0.0250
5/4/06,0.0126,0.0094,0.0269,0.0070,0.0112,0.0006
6/4/06,0.0129,0.0104,0.0267,0.0117,0.0043,-0.0138
7/4/06,-0.0044,-0.0035,-0.0134,-0.0027,-0.0047,-0.0274
10/4/06,0.0241,0.0238,0.0138,0.0338,0.0207,0.0259
11/4/06,0.0077,0.0085,0.0205,0.0062,0.0022,0.0089
12/4/06,-0.0003,0.0028,0.0114,0.0101,0.0264,-0.0068
13/4/06,0.0146,0.0108,0.0046,0.0060,-0.0063,0.0516
14/4/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17/4/06,0.0163,0.0132,0.0303,0.0203,0.0118,0.0584
18/4/06,0.0153,0.0135,0.0301,0.0163,0.0184,0.0547
19/4/06,0.0140,0.0159,0.0054,0.0060,0.0204,0.0222
20/4/06,-0.0058,-0.0073,-0.0200,-0.0071,-0.0106,-0.0151
21/4/06,0.0199,0.0191,0.0142,0.0117,0.0125,-0.0082
24/4/06,-0.0248,-0.0197,-0.0201,-0.0220,0.0008,-0.0537
25/4/06,-0.0062,0.0034,-0.0151,0.0114,-0.0054,-0.0434
26/4/06,-0.0131,-0.0148,-0.0016,-0.0182,0.0047,-0.0250
27/4/06,-0.0134,-0.0153,-0.0326,-0.0190,-0.0208,-0.0662
28/4/06,0.0127,0.0147,0.0163,0.0096,0.0004,-0.0374
1/5/06,0.0250,0.0249,0.0271,0.0226,0.0106,0.0211
2/5/06,0.0123,0.0104,0.0132,0.0097,0.0178,0.0076
3/5/06,-0.0317,-0.0272,-0.0420,-0.0371,-0.0163,-0.0210
4/5/06,-0.0329,-0.0322,-0.0446,-0.0332,-0.0314,0.0444
5/5/06,0.0084,0.0105,0.0228,0.0123,-0.0038,-0.0116
8/5/06,-0.0021,-0.0081,-0.0183,0.0013,-0.0134,-0.0040
9/5/06,0.0172,0.0161,0.0190,0.0221,0.0374,-0.0101
10/5/06,0.0231,0.0192,0.0527,0.0356,0.0012,0.0527
11/5/06,0.0189,0.0136,0.0160,0.0174,0.0415,-0.0298
12/5/06,-0.0189,-0.0170,-0.0185,-0.0248,-0.0126,-0.0525
15/5/06,-0.0391,-0.0357,-0.0532,-0.0486,-0.0415,-0.0185
16/5/06,-0.0021,-0.0014,-0.0099,0.0050,0.0008,0.0156
17/5/06,-0.0129,-0.0138,-0.0248,-0.0158,-0.0145,-0.0205
18/5/06,0.0103,0.0098,0.0196,0.0139,0.0000,-0.0228
19/5/06,-0.0122,-0.0147,0.0036,-0.0132,-0.0077,-0.0021
22/5/06,0.0096,0.0089,0.0087,0.0056,-0.0041,0.0500
23/5/06,0.0254,0.0228,0.0278,0.0326,0.0406,-0.0067
24/5/06,-0.0268,-0.0250,-0.0391,-0.0310,-0.0139,-0.0524
25/5/06,0.0207,0.0206,0.0327,0.0261,-0.0048,-0.0091
26/5/06,0.0007,-0.0006,0.0194,-0.0107,0.0199,0.0065
29/5/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30/5/06,0.0092,0.0081,0.0019,0.0163,0.0074,-0.0051
31/5/06,-0.0103,-0.0085,-0.0110,-0.0147,-0.0269,0.0417
1/6/06,-0.0134,-0.0129,0.0149,-0.0124,0.0135,0.0100
2/6/06,0.0279,0.0225,0.0325,0.0220,0.0008,0.0268
5/6/06,0.0037,0.0061,-0.0153,0.0139,0.0110,-0.0245
6/6/06,-0.0014,-0.0048,0.0067,0.0000,-0.0094,-0.0121
7/6/06,-0.0215,-0.0183,-0.0260,-0.0198,-0.0036,-0.0574
8/6/06,-0.0041,-0.0019,-0.0108,-0.0015,-0.0165,0.0444
9/6/06,0.0193,0.0202,0.0230,0.0333,0.0353,0.0060
12/6/06,-0.0153,-0.0159,-0.0132,-0.0230,-0.0003,0.0163
13/6/06,-0.0236,-0.0249,-0.0333,-0.0236,-0.0368,-0.0012
14/6/06,0.0048,0.0026,-0.0067,0.0018,0.0000,0.0623
15/6/06,0.0044,-0.0020,0.0048,-0.0003,0.0072,0.0870
16/6/06,0.0039,0.0042,-0.0013,-0.0028,-0.0157,-0.0027
19/6/06,-0.0093,-0.0101,-0.0212,-0.0172,-0.0037,-0.0414
20/6/06,-0.0030,-0.0019,0.0074,0.0072,0.0106,-0.0599
21/6/06,0.0142,0.0155,0.0249,0.0164,-0.0004,0.0090
22/6/06,0.0072,0.0120,0.0220,0.0174,0.0200,-0.0275
23/6/06,0.0004,0.0011,0.0043,-0.0054,0.0044,-0.0304
26/6/06,0.0130,0.0124,0.0227,0.0094,-0.0048,-0.0392
27/6/06,0.0017,0.0021,0.0047,-0.0078,0.0200,0.0229
28/6/06,0.0037,0.0035,-0.0016,-0.0058,-0.0043,-0.0244
29/6/06,0.0183,0.0198,0.0243,0.0257,0.0136,-0.0041
30/6/06,0.0055,0.0109,-0.0057,-0.0107,0.0004,-0.0051
3/7/06,0.0000,-0.0013,0.0000,0.0000,0.0046,0.0000
4/7/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5/7/06,0.0169,0.0116,0.0254,0.0166,-0.0108,-0.0571
6/7/06,-0.0007,0.0012,-0.0074,-0.0005,-0.0008,-0.0177
7/7/06,-0.0141,-0.0099,-0.0087,-0.0252,0.0131,-0.0252
10/7/06,-0.0035,-0.0075,-0.0293,-0.0151,-0.0242,0.0255
11/7/06,0.0102,0.0103,0.0088,0.0296,0.0148,0.0135
12/7/06,0.0137,0.0116,0.0250,0.0102,-0.0070,0.0283
13/7/06,0.0302,0.0297,0.0213,0.0383,0.0384,0.0631
14/7/06,0.0099,0.0078,0.0094,0.0062,0.0069,0.0373
17/7/06,-0.0231,-0.0200,-0.0178,-0.0241,-0.0104,-0.0916
18/7/06,-0.0217,-0.0207,-0.0098,-0.0141,0.0034,-0.0500
19/7/06,-0.0065,-0.0071,-0.0172,-0.0123,-0.0495,0.0541
20/7/06,-0.0067,-0.0051,0.0069,-0.0160,0.0024,0.0367
21/7/06,0.0021,0.0009,0.0152,0.0038,0.0020,0.0064
24/7/06,0.0083,0.0089,0.0078,0.0083,-0.0082,0.0733
25/7/06,-0.0175,-0.0170,-0.0097,-0.0169,0.0016,-0.0318
26/7/06,0.0026,0.0074,0.0035,0.0106,0.0137,0.0684
27/7/06,0.0081,0.0118,0.0014,0.0121,0.0097,0.0211
28/7/06,-0.0176,-0.0195,-0.0282,-0.0172,-0.0155,0.0085
31/7/06,0.0157,0.0220,0.0001,0.0100,0.0055,0.1336
1/8/06,0.0068,0.0070,0.0287,0.0208,0.0193,-0.0808
2/8/06,0.0119,0.0114,0.0267,0.0233,0.0159,0.0293
3/8/06,-0.0046,-0.0018,-0.0192,-0.0075,-0.0125,-0.0672
4/8/06,-0.0093,-0.0060,-0.0274,-0.0114,0.0049,-0.0063
7/8/06,0.0330,0.0280,0.0013,0.0305,0.0229,-0.0417
8/8/06,-0.0051,-0.0099,-0.0197,-0.0062,0.0036,0.0401
9/8/06,0.0024,-0.0019,-0.0302,0.0024,0.0017,0.0720
10/8/06,-0.0244,-0.0238,-0.0760,-0.0292,-0.0274,-0.0113
11/8/06,0.0105,0.0070,0.0298,0.0119,-0.0005,-0.0287
14/8/06,-0.0138,-0.0127,-0.0361,-0.0115,-0.0202,-0.0525
15/8/06,-0.0083,-0.0080,-0.0029,0.0005,0.0142,-0.0077
16/8/06,-0.0155,-0.0114,-0.0132,-0.0043,-0.0011,-0.0136
17/8/06,-0.0236,-0.0178,-0.0267,-0.0265,-0.0208,-0.0158
18/8/06,0.0086,0.0088,0.0133,0.0076,0.0035,0.0031
21/8/06,0.0165,0.0160,-0.0025,0.0202,0.0150,-0.0221
22/8/06,-0.0027,-0.0009,-0.0001,0.0013,0.0042,0.0628
23/8/06,-0.0185,-0.0164,-0.0376,-0.0198,-0.0142,-0.0182
24/8/06,0.0083,0.0081,0.0047,0.0107,0.0073,0.0277
25/8/06,0.0021,0.0009,0.0096,0.0004,0.0137,0.0194
28/8/06,-0.0265,-0.0241,-0.0575,-0.0333,-0.0401,-0.0752
29/8/06,-0.0128,-0.0121,0.0060,-0.0069,0.0020,0.0094
30/8/06,0.0046,0.0031,0.0136,0.0058,-0.0095,-0.0891
31/8/06,0.0033,0.0030,-0.0096,0.0080,0.0098,-0.0392
1/9/06,-0.0153,-0.0155,-0.0219,-0.0219,-0.0059,-0.0287
4/9/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5/9/06,-0.0086,-0.0133,-0.0543,-0.0159,-0.0139,0.0272
6/9/06,-0.0162,-0.0160,-0.0033,-0.0131,-0.0137,-0.0075
7/9/06,-0.0027,-0.0050,0.0017,-0.0124,-0.0184,-0.0471
8/9/06,-0.0126,-0.0149,-0.0158,-0.0168,-0.0065,0.0583
11/9/06,-0.0072,-0.0088,-0.0064,-0.0132,-0.0284,0.0393
12/9/06,-0.0239,-0.0210,-0.0146,-0.0220,-0.0044,0.0450
13/9/06,0.0052,0.0035,0.0061,0.0022,-0.0278,0.0244
14/9/06,-0.0104,-0.0065,0.0044,-0.0049,-0.0040,-0.0439
15/9/06,-0.0014,-0.0029,0.0069,-0.0087,-0.0138,-0.0160
18/9/06,0.0067,0.0092,0.0085,0.0084,0.0138,-0.0171
19/9/06,-0.0360,-0.0298,-0.0513,-0.0213,0.0119,-0.0085
20/9/06,-0.0233,-0.0255,-0.0243,-0.0278,-0.0439,-0.0296
21/9/06,0.0139,0.0126,0.0158,0.0136,0.0023,-0.0018
22/9/06,-0.0170,-0.0136,-0.0126,-0.0184,-0.0101,-0.0219
25/9/06,0.0148,0.0070,0.0017,0.0079,-0.0097,-0.0255
26/9/06,-0.0072,-0.0092,-0.0022,-0.0038,0.0148,0.0125
27/9/06,0.0315,0.0311,0.0290,0.0330,-0.0106,-0.0237
28/9/06,-0.0032,0.0032,-0.0108,0.0011,0.0391,-0.0501
29/9/06,0.0024,0.0050,0.0113,-0.0030,-0.0185,0.0414
2/10/06,-0.0304,-0.0320,-0.0318,-0.0299,-0.0005,0.0041
3/10/06,-0.0393,-0.0349,-0.0321,-0.0286,-0.0356,0.0203
4/10/06,0.0124,0.0120,0.0259,0.0139,-0.0014,0.0402
5/10/06,0.0104,0.0113,0.0103,0.0089,0.0233,0.0493
6/10/06,0.0002,-0.0009,-0.0047,0.0081,-0.0143,0.0629
9/10/06,0.0088,0.0119,-0.0002,0.0255,0.0374,0.0481
10/10/06,-0.0168,-0.0148,-0.0148,-0.0220,-0.0206,0.0472
11/10/06,-0.0082,-0.0057,-0.0077,-0.0011,0.0004,-0.0011
12/10/06,0.0101,0.0092,0.0108,0.0132,0.0023,-0.0011
13/10/06,0.0103,0.0111,0.0114,0.0164,0.0173,-0.0017
16/10/06,0.0208,0.0170,0.0100,0.0205,-0.0068,0.0644
17/10/06,-0.0149,-0.0102,-0.0114,-0.0145,0.0193,-0.0176
18/10/06,-0.0227,-0.0227,-0.0123,-0.0228,-0.0148,0.0193
19/10/06,0.0200,0.0192,0.0247,0.0155,-0.0247,0.0226
20/10/06,-0.0195,-0.0164,-0.0155,-0.0210,-0.0014,0.0147
23/10/06,-0.0088,-0.0074,-0.0082,-0.0076,-0.0145,-0.0420
24/10/06,0.0091,0.0097,0.0133,0.0127,0.0168,0.0152
25/10/06,0.0339,0.0333,0.0378,0.0263,0.0215,0.0482
26/10/06,-0.0171,-0.0182,-0.0262,-0.0213,-0.0082,-0.0318
27/10/06,0.0064,0.0059,0.0097,-0.0009,-0.0119,-0.0302
30/10/06,-0.0401,-0.0375,-0.0611,-0.0462,-0.0257,-0.0540
31/10/06,0.0063,0.0063,0.0059,0.0042,-0.0134,0.0158
1/11/06,-0.0003,-0.0003,0.0040,-0.0093,-0.0063,0.0233
2/11/06,-0.0142,-0.0173,-0.0123,-0.0072,0.0038,0.0132
3/11/06,0.0215,0.0205,0.0328,0.0228,0.0120,0.0089
6/11/06,0.0148,0.0123,0.0115,0.0241,0.0244,-0.0513
7/11/06,-0.0126,-0.0176,0.0003,-0.0158,-0.0079,0.0464
8/11/06,0.0209,0.0194,0.0300,0.0233,0.0144,0.0195
9/11/06,0.0290,0.0315,0.0214,0.0266,0.0141,0.0298
10/11/06,-0.0186,-0.0205,-0.0184,-0.0204,-0.0080,-0.0040
13/11/06,-0.0092,-0.0081,-0.0082,-0.0140,-0.0299,0.0150
14/11/06,-0.0068,-0.0070,0.0023,-0.0003,0.0113,0.0097
