RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VE,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B,RXI$US_N.B.AL,RXI$US_N.B.NZ,RXI_N.B.CA,RXI_N.B.HK,RXI_N.B.SL,Date
1.2561,1.838,2.928,8.2772,5.931,45.3,105.36,1169,3.8,11.084,6.954,7.319,6.895,1.6922,1.2478,33.25,39.1,1.6,113.3673,85.3918,142.5347,0.7651,0.6805,1.3374,7.7743,97.45,2004-02-03
1.2552,1.8335,2.91,8.2772,5.938,45.3,105.53,1168.4,3.8,11.048,6.97,7.322,6.89,1.6947,1.2497,33.25,39.04,1.6,113.3165,85.3822,142.4174,0.7624,0.6844,1.333,7.7776,97.45,2004-02-04
1.2606,1.8378,2.932,8.2773,5.909,45.29,105.52,1166.1,3.8,11.245,6.955,7.2985,6.98,1.6914,1.2443,33.25,39.02,1.6,113.3873,85.1901,142.9661,0.7655,0.6882,1.3318,7.7738,97.45,2004-02-05
1.2694,1.8459,2.942,8.2773,5.871,45.3,105.57,1168.1,3.8,11.131,6.89,7.183,6.995,1.6852,1.2343,33.3,39.07,1.6,113.0551,84.8661,142.6871,0.7679,0.6903,1.3297,7.7735,97.6,2004-02-06
1.2672,1.858,2.932,8.2773,5.88,45.25,105.68,1166.3,3.8,11.1105,6.8625,7.205,6.98,1.683,1.2373,33.2,39.04,1.6,113.0039,84.8882,142.5089,0.776,0.6955,1.3304,7.7686,98.2,2004-02-09
1.2727,1.8697,2.917,8.2772,5.86,45.22,105.55,1162.1,3.8,11.1,6.933,7.174,6.865,1.6758,1.2331,33.21,38.96,1.92,112.8478,84.6366,142.5648,0.7814,0.6993,1.3289,7.7692,98.7,2004-02-10
1.2815,1.885,2.919,8.2771,5.82,45.24,105.37,1160.6,3.8,11.0011,6.916,7.1295,6.831,1.6708,1.2293,33.15,38.99,1.92,112.3625,84.1016,142.2749,0.786,0.6994,1.3178,7.7705,98.6,2004-02-11
1.2807,1.891,2.904,8.2772,5.82,45.23,105.42,1161,3.8,10.9685,6.9125,7.138,6.655,1.6749,1.2305,33.13,38.87,1.92,112.3159,84.1206,142.1141,0.7887,0.6997,1.3188,7.7715,98.7,2004-02-12
1.2751,1.883,2.92,8.277,5.843,45.24,105.6,1160,3.8,10.965,6.921,7.161,6.612,1.676,1.2372,33.15,38.97,1.92,112.4162,84.2484,142.1414,0.7875,0.7001,1.3148,7.771,98.62,2004-02-13
1.2848,1.9045,2.912,8.277,5.802,45.28,105.8,1158.2,3.8,10.939,6.8416,7.158,6.565,1.6744,1.2269,33.13,39.02,1.92,112.0855,83.8516,142.005,0.7979,0.7077,1.3108,7.7703,99.35,2004-02-17
1.2812,1.9023,2.936,8.277,5.817,45.24,106.37,1152.2,3.8,10.9095,6.883,7.18,6.5825,1.6775,1.2299,33.1,39.06,1.92,112.2989,84.1948,141.9283,0.793,0.7045,1.3182,7.7715,99.35,2004-02-18
1.2685,1.8921,2.949,8.2771,5.867,45.28,107.09,1165,3.8,10.978,6.9265,7.2265,6.65,1.6843,1.2426,33.11,39.19,1.92,112.9319,84.8695,142.3517,0.7912,0.7008,1.3283,7.7745,98.95,2004-02-19
1.2563,1.8668,2.972,8.2772,5.931,45.23,108.83,1167.4,3.8,10.9415,7.006,7.311,6.705,1.6936,1.2572,33.13,39.2,1.92,113.6848,85.9191,142.3975,0.774,0.6841,1.3442,7.7751,98.97,2004-02-20
1.2569,1.8686,2.962,8.2772,5.929,45.32,108.22,1180,3.8,10.949,6.998,7.314,6.63,1.6942,1.2555,33.28,39.27,1.92,113.5635,85.6479,142.5795,0.7743,0.6831,1.3363,7.7755,99.05,2004-02-23
1.2692,1.8901,2.9625,8.2771,5.8613,45.32,108.11,1180,3.8,11.053,6.945,7.2565,6.57,1.6898,1.2401,33.32,39.22,1.92,113.2387,85.0427,142.846,0.7808,0.6906,1.3283,7.778,99.2,2004-02-24
1.2503,1.8757,2.943,8.277,5.9605,45.25,108.99,1170.2,3.8,11.075,7.0675,7.3845,6.64,1.693,1.2587,33.25,39.27,1.92,113.8345,85.9313,142.7726,0.7722,0.6877,1.337,7.781,99.15,2004-02-25
1.2444,1.8609,2.9425,8.2771,5.987,45.27,109.59,1178.5,3.8,11.0765,7.0535,7.411,6.61,1.7028,1.2662,33.21,39.35,1.92,114.2096,86.3712,142.9518,0.7703,0.6874,1.3433,7.7843,98.9,2004-02-26
1.2441,1.8575,2.915,8.2769,5.992,45.32,109.26,1179,3.8,11.062,7.047,7.433,6.625,1.703,1.268,33.28,39.32,1.92,114.1216,86.2933,142.8629,0.7717,0.6852,1.3405,7.7845,98.62,2004-02-27
1.2431,1.868,2.8905,8.2768,5.9935,45.32,108.93,1179,3.8,10.9725,6.986,7.439,6.6095,1.7048,1.2703,33.29,39.28,1.92,113.9456,86.208,142.554,0.7725,0.6892,1.3395,7.7842,98.15,2004-03-01
1.2212,1.8386,2.907,8.2768,6.1045,45.25,110.27,1174,3.8,10.962,7.1325,7.5925,6.715,1.7087,1.2963,33.3,39.35,1.92,114.6813,87.2585,142.5656,0.761,0.6809,1.3437,7.7858,97.65,2004-03-02
1.2088,1.8192,2.882,8.2768,6.1623,45.22,110.25,1178,3.8,11.0475,7.1408,7.6435,6.92,1.7135,1.3038,33.32,39.54,1.92,115.1842,87.8059,142.8899,0.7424,0.6635,1.348,7.7933,96.75,2004-03-03
1.2225,1.825,2.8925,8.277,6.095,45.32,110.74,1171,3.8,11.007,7.093,7.533,6.813,1.7158,1.2902,33.33,39.54,1.92,114.6608,87.1275,142.7516,0.7529,0.6696,1.3326,7.793,96.95,2004-03-04
1.2401,1.8428,2.877,8.2773,6.009,45.32,111.42,1173,3.8,10.918,6.999,7.3975,6.5725,1.7112,1.2726,33.28,39.38,1.92,114.0159,86.3749,142.4317,0.7587,0.6742,1.3191,7.786,96.72,2004-03-05
1.2371,1.8471,2.8825,8.2767,6.025,45.26,112.12,1173.7,3.8,10.945,6.986,7.408,6.6004,1.7088,1.2788,33.35,39.43,1.92,114.2419,86.6424,142.5365,0.7553,0.6743,1.3235,7.7905,97.05,2004-03-08
1.2428,1.8395,2.868,8.2767,5.9925,45.23,111.2,1173,3.8,10.969,6.9225,7.366,6.565,1.705,1.2707,33.28,39.42,1.92,113.9647,86.2623,142.5043,0.7635,0.6829,1.3188,7.7908,96.95,2004-03-09
1.2226,1.8,2.89,8.2767,6.096,45.25,111.04,1171.5,3.8,10.947,7.087,7.497,6.661,1.7145,1.29,33.35,39.47,1.92,114.631,87.1765,142.5833,0.7486,0.6655,1.3275,7.7942,97.05,2004-03-10
1.2268,1.8008,2.91,8.2772,6.074,45.28,110.89,1171,3.8,10.98,6.9925,7.5034,6.6845,1.7125,1.2784,33.28,39.44,1.92,114.525,86.9675,142.6868,0.7361,0.6453,1.3228,7.796,97.35,2004-03-11
1.2191,1.7943,2.906,8.2771,6.115,45.22,110.82,1181,3.8,10.968,6.9675,7.595,6.735,1.7118,1.2865,33.42,39.45,1.92,114.9621,87.5378,142.7947,0.7325,0.6437,1.3385,7.794,97.7,2004-03-12
1.2243,1.7993,2.9075,8.2773,6.088,45.25,110.48,1175.5,3.8,10.975,6.936,7.552,6.6925,1.708,1.2785,33.4,39.5,1.92,114.6918,87.1792,142.7387,0.7349,0.6435,1.3322,7.7943,97.75,2004-03-15
1.227,1.8105,2.902,8.2773,6.0755,45.22,108.95,1171,3.8,11.066,6.89,7.536,6.712,1.701,1.28,33.31,39.5,1.92,114.4984,86.8399,142.8512,0.7411,0.6497,1.3333,7.792,97.65,2004-03-16
1.2197,1.8132,2.913,8.2774,6.1075,45.27,108.18,1167,3.8,10.983,6.939,7.573,6.76,1.6997,1.2836,33.25,39.53,1.92,114.5678,87.0819,142.5898,0.7392,0.648,1.3419,7.7912,97.85,2004-03-17
1.2392,1.8363,2.92,8.2768,6.007,45.25,106.6,1158,3.8,11.114,6.8809,7.476,6.66,1.6883,1.2572,33.13,39.4,1.92,113.8049,85.9096,142.7343,0.7522,0.6578,1.329,7.7925,97.85,2004-03-18
1.2269,1.827,2.901,8.2772,6.0705,45.2,106.97,1157,3.8,10.989,6.917,7.5244,6.66,1.6946,1.271,33.22,39.44,1.92,114.026,86.3887,142.433,0.7475,0.6557,1.331,7.7932,97.9,2004-03-19
1.2368,1.8485,2.912,8.2773,6.0175,45.145,106.84,1161,3.8,10.976,6.815,7.4475,6.473,1.6888,1.256,33.21,39.47,1.92,113.7013,85.9158,142.4477,0.7548,0.6639,1.328,7.7936,97.6,2004-03-22
1.2311,1.8502,2.921,8.2774,6.0475,44.85,106.63,1160.5,3.8,10.973,6.855,7.4975,6.55,1.6873,1.2603,33.25,39.51,1.92,113.8458,86.1184,142.4553,0.7526,0.6612,1.332,7.7955,97.67,2004-03-23
1.2213,1.8351,2.929,8.2772,6.099,44.8,106.23,1155,3.8,10.998,6.8915,7.601,6.58,1.6887,1.268,33.16,39.51,1.92,114.1407,86.5358,142.4653,0.7488,0.6557,1.3385,7.7965,97.68,2004-03-24
1.217,1.8099,2.94,8.2771,6.116,44.73,106.06,1158,3.8,11.0208,6.955,7.624,6.54,1.6898,1.275,33.19,39.58,1.92,114.2448,86.5978,142.6265,0.7407,0.6475,1.3303,7.798,98,2004-03-25
1.2092,1.8104,2.938,8.277,6.158,44.44,105.93,1157.9,3.8,11.054,6.985,7.662,6.56,1.691,1.2878,33.24,39.56,1.92,114.2575,86.574,142.7042,0.7428,0.6482,1.3194,7.7975,97.65,2004-03-26
1.2141,1.8163,2.939,8.2771,6.1295,44,105.52,1157.8,3.8,11.16,6.944,7.6305,6.4,1.689,1.2872,33.15,39.62,1.92,114.0503,86.1464,142.9463,0.7484,0.6529,1.3097,7.7975,97.75,2004-03-29
1.2202,1.8283,2.919,8.2771,6.1,44.07,105.61,1154,3.8,11.229,6.901,7.592,6.335,1.6836,1.279,33.09,39.6,1.92,113.892,85.8911,143.0006,0.7531,0.6568,1.308,7.7963,97.49,2004-03-30
1.2292,1.84,2.907,8.277,6.0575,43.4,104.18,1146.7,3.8,11.183,6.86,7.55,6.3235,1.675,1.2677,33,39.28,1.92,113.3872,85.3925,142.587,0.762,0.665,1.31,7.793,97.85,2004-03-31
1.2358,1.8564,2.8925,8.2769,6.0255,43.4,103.7,1141.4,3.8,11.182,6.82,7.465,6.345,1.672,1.2627,32.89,39.16,1.92,113.0896,85.0529,142.4289,0.7671,0.6678,1.3101,7.7883,98,2004-04-01
1.2109,1.8293,2.8985,8.2769,6.15,43.75,104.55,1141.8,3.8,11.1715,6.931,7.616,6.412,1.675,1.2932,33,39.19,1.92,113.8295,86.0865,142.4713,0.7584,0.6583,1.314,7.787,97.85,2004-04-02
1.2008,1.814,2.882,8.2769,6.202,43.67,105.36,1144,3.8,11.157,6.97,7.654,6.415,1.6815,1.3049,32.89,39.12,1.92,114.1636,86.5932,142.4202,0.7531,0.6497,1.3152,7.7895,97.85,2004-04-05
1.2089,1.8374,2.874,8.2769,6.162,43.7,105.9,1150.4,3.8,11.1615,6.932,7.62,6.34,1.683,1.2928,32.93,39.14,1.92,113.9266,86.2114,142.4977,0.7615,0.6543,1.3095,7.7957,97.95,2004-04-06
1.2171,1.841,2.876,8.2769,6.115,43.55,105.2,1143.5,3.8,11.2395,6.8675,7.53,6.315,1.674,1.2769,32.94,39.06,1.92,113.7303,85.8936,142.5658,0.7674,0.6607,1.313,7.7952,98.4,2004-04-07
1.2088,1.8325,2.877,8.2769,6.1625,43.6,106.1,1145,3.8,11.21,6.9475,7.5825,6.34,1.678,1.2829,32.85,39.14,1.92,114.1722,86.5718,142.4823,0.761,0.658,1.326,7.7959,97.85,2004-04-08
1.2102,1.8322,2.888,8.2769,6.1535,43.45,106.45,1144,3.8,11.2075,6.93,7.578,6.265,1.678,1.2819,32.87,39.22,1.92,114.2353,86.6507,142.504,0.7623,0.6597,1.3292,7.797,97.85,2004-04-09
1.2068,1.8358,2.888,8.277,6.172,43.66,105.5,1141.9,3.8,11.2285,6.98,7.605,6.295,1.6675,1.284,32.82,39.22,1.92,114.2892,86.7384,142.4849,0.7677,0.6626,1.3377,7.7963,97.85,2004-04-12
1.1923,1.816,2.888,8.2769,6.243,43.75,106.96,1141.4,3.8,11.2685,6.956,7.6825,6.565,1.6713,1.3025,32.73,39.25,1.92,114.8314,87.4684,142.5775,0.7547,0.6537,1.3363,7.7966,98,2004-04-13
1.194,1.7902,2.8955,8.2772,6.237,43.69,108.53,1158,3.8,11.2755,6.944,7.699,6.6423,1.6805,1.2992,32.84,39.45,1.92,115.3194,87.9993,142.8934,0.7339,0.634,1.3445,7.798,97.75,2004-04-14
1.1914,1.7785,2.916,8.2771,6.251,44,108.58,1154,3.8,11.269,6.945,7.7185,6.66,1.683,1.3036,33.03,39.62,1.92,115.5047,88.207,143.0026,0.7379,0.6363,1.3485,7.7985,97.88,2004-04-15
1.2025,1.8004,2.915,8.2769,6.19,43.85,107.69,1163,3.8,11.241,6.8855,7.65,6.445,1.6762,1.2912,33.17,39.36,1.92,115.0438,87.5542,142.9801,0.7456,0.6407,1.3445,7.799,97.95,2004-04-16
1.2019,1.8055,2.915,8.2768,6.193,43.88,108.5,1154,3.8,11.252,6.895,7.661,6.5225,1.6813,1.2908,32.87,39.4,1.92,115.1052,87.718,142.8425,0.7453,0.6434,1.3467,7.7994,98.02,2004-04-19
1.191,1.7914,2.921,8.2768,6.251,43.97,108.43,1155,3.8,11.3175,6.956,7.702,6.5075,1.68,1.308,32.95,39.42,1.92,115.5725,88.2413,143.1183,0.7371,0.6335,1.3534,7.7989,98.15,2004-04-20
1.1853,1.772,2.9325,8.2769,6.28,44.1,109.55,1156,3.8,11.323,6.971,7.733,6.7525,1.692,1.312,32.95,39.65,1.92,116.022,88.787,143.3081,0.7318,0.6235,1.359,7.8,98.35,2004-04-21
1.1861,1.7684,2.927,8.277,6.275,44.14,109.85,1160,3.8,11.317,6.9475,7.71,6.8625,1.7,1.3136,33.05,39.7,1.92,116.0907,88.8299,143.4103,0.7303,0.625,1.359,7.7995,98.28,2004-04-22
1.1802,1.7674,2.9135,8.2769,6.308,44,109.38,1159,3.8,11.35,6.997,7.751,6.7475,1.697,1.3202,33.03,39.6,1.92,116.1882,88.985,143.3856,0.7287,0.6252,1.3612,7.8,98.33,2004-04-23
1.1851,1.7857,2.913,8.2768,6.2825,44.1,108.55,1156,3.8,11.29,6.965,7.696,6.765,1.6965,1.3111,33.05,39.72,1.92,115.7844,88.4991,143.2067,0.7335,0.6296,1.3559,7.7995,98.45,2004-04-26
1.1927,1.7925,2.9185,8.2768,6.2395,44.23,109.48,1153,3.8,11.306,6.902,7.6375,6.6825,1.6965,1.2968,32.99,39.67,1.92,115.6513,88.293,143.2314,0.7335,0.6302,1.3517,7.7995,98.7,2004-04-27
1.183,1.772,2.9395,8.2768,6.293,44.21,109.85,1157,3.8,11.341,6.919,7.71,6.9251,1.6973,1.3095,32.99,39.8,1.92,116.2838,89.07,143.4822,0.7232,0.6219,1.3672,7.7997,98.5,2004-04-28
1.1945,1.7751,2.959,8.2769,6.229,44.4,109.96,1171,3.8,11.4315,6.844,7.648,6.9,1.7049,1.2951,33.24,40.03,1.92,116.3278,88.7961,144.0933,0.7198,0.6216,1.3697,7.8,98.6,2004-04-29
1.1975,1.7744,2.944,8.2771,6.215,44.52,110.37,1173.6,3.8,11.402,6.8725,7.6425,6.94,1.7017,1.2984,33.27,40.04,1.92,116.3176,88.815,144.0323,0.721,0.6242,1.3711,7.7998,98.35,2004-04-30
1.1937,1.772,2.962,8.2771,6.233,44.88,110.34,1173,3.8,11.442,6.894,7.66,6.99,1.7028,1.301,33.26,39.98,1.92,116.4917,88.9882,144.1749,0.7198,0.6259,1.374,7.8,98.53,2004-05-03
1.2076,1.7907,2.968,8.2771,6.164,44.7,110.02,1172,3.8,11.415,6.804,7.57,6.904,1.6962,1.283,33.18,39.95,1.92,115.9947,88.3491,144.0315,0.7284,0.6328,1.3702,7.8,98.53,2004-05-04
1.2165,1.7932,2.964,8.2771,6.115,44.55,108.5,1168,3.8,11.3815,6.7115,7.5085,6.825,1.6853,1.2745,33.16,39.79,1.92,115.5845,87.8843,143.8007,0.7337,0.6356,1.3725,7.7997,98.53,2004-05-05
1.209,1.7941,2.995,8.2771,6.156,44.65,109.58,1167,3.8,11.4445,6.736,7.526,6.905,1.6895,1.2833,33.14,39.93,1.92,116.0554,88.3962,144.1055,0.7238,0.6315,1.3784,7.7995,98.55,2004-05-06
1.1885,1.7842,3.084,8.2771,6.265,44.66,112.3,1172,3.8,11.545,6.809,7.654,7.053,1.7024,1.302,33.39,40.19,1.92,117.1905,89.6468,144.8135,0.7031,0.6168,1.3858,7.7997,98.55,2004-05-07
1.1834,1.7723,3.105,8.2769,6.29,44.95,114.03,1191,3.8,11.635,6.891,7.7526,7.05,1.7268,1.303,33.7,40.61,1.92,117.9796,90.3075,145.6855,0.691,0.6032,1.3934,7.8,98.77,2004-05-10
1.1818,1.7544,3.085,8.2773,6.299,45.35,113.67,1189,3.8,11.616,6.969,7.7725,6.923,1.7256,1.3045,33.6,40.7,1.92,117.872,90.2368,145.5315,0.6953,0.6043,1.3866,7.8001,98.9,2004-05-11
1.1911,1.7743,3.1265,8.2773,6.25,45.35,113.21,1182,3.8,11.63,6.876,7.69,6.85,1.722,1.289,33.4,40.59,1.92,117.5703,89.8064,145.5197,0.6962,0.6108,1.3878,7.799,99.05,2004-05-12
1.1801,1.7584,3.12,8.2772,6.3115,45.25,114.25,1186,3.8,11.634,6.9325,7.75,6.95,1.7257,1.3076,33.51,40.83,1.92,118.1432,90.5787,145.6241,0.6882,0.602,1.397,7.8,98.75,2004-05-13
1.1874,1.7572,3.092,8.2772,6.261,45.57,114.3,1187,3.8,11.5695,6.906,7.7435,6.7925,1.7275,1.3005,33.663,40.82,1.9152,117.8953,90.2987,145.4808,0.6895,0.604,1.3928,7.801,98.825,2004-05-14
1.2009,1.7695,3.126,8.2772,6.198,45.5,114.1,1183,3.8,11.5215,6.883,7.65,6.7862,1.728,1.279,33.62,40.93,1.92,117.4051,89.6572,145.3571,0.6887,0.604,1.3855,7.8,99.2,2004-05-17
1.1971,1.7695,3.122,8.2771,6.218,45.47,114.06,1185,3.8,11.495,6.913,7.635,6.76,1.726,1.2824,33.63,40.86,1.92,117.5373,89.8725,145.3135,0.6866,0.5995,1.3913,7.8,99.08,2004-05-18
1.2015,1.7827,3.114,8.2769,6.192,45.18,112.77,1174,3.8,11.54,6.888,7.576,6.7375,1.7137,1.2778,33.37,40.72,1.92,116.9646,89.1645,145.0962,0.6978,0.608,1.3769,7.7895,99.05,2004-05-19
1.1926,1.771,3.2085,8.2771,6.234,45.28,113.18,1179,3.8,11.568,6.921,7.607,6.75,1.7207,1.288,33.59,40.88,1.92,117.3253,89.4186,145.5816,0.693,0.6038,1.3705,7.7935,99.4,2004-05-20
1.2009,1.788,3.187,8.2771,6.196,45.28,112.09,1176,3.8,11.561,6.845,7.555,6.75,1.715,1.2797,33.49,40.75,1.92,116.9556,88.9737,145.4211,0.7008,0.6112,1.3734,7.7901,99.05,2004-05-21
1.1978,1.7908,3.2015,8.2771,6.212,45.31,112.66,1179,3.8,11.575,6.8735,7.597,6.655,1.7155,1.2821,33.49,40.79,1.92,117.0739,89.0743,145.5484,0.6982,0.609,1.3697,7.793,99.05,2004-05-24
1.2107,1.8135,3.1475,8.2769,6.146,45.36,112.21,1179.5,3.8,11.472,6.802,7.55,6.6,1.7155,1.269,33.48,40.83,1.92,116.6497,88.6535,145.2007,0.706,0.6168,1.3763,7.7939,99.06,2004-05-25
1.2102,1.8142,3.18,8.2769,6.15,45.4,111.7,1180,3.8,11.4725,6.7745,7.5215,6.615,1.7125,1.2724,33.47,40.81,1.92,116.5489,88.4708,145.27,0.7059,0.6187,1.3705,7.7944,99.45,2004-05-26
1.2274,1.8369,3.1475,8.2768,6.062,45.4,110.77,1170,3.8,11.467,6.7015,7.417,6.58,1.6998,1.246,33.38,40.63,1.92,115.7138,87.4507,144.9425,0.7179,0.6352,1.358,7.7938,99.1,2004-05-27
1.2217,1.833,3.111,8.2769,6.0896,45.42,110.18,1165,3.8,11.414,6.7256,7.4579,6.515,1.6984,1.2533,33.36,40.61,1.92,115.8105,87.7242,144.6925,0.7138,0.6285,1.3666,7.7941,99.15,2004-05-28
1.221,1.8359,3.155,8.2767,6.0915,45.43,110.45,1161,3.8,11.4885,6.7055,7.4514,6.44,1.7032,1.251,33.53,40.7,1.92,116.0159,87.8249,145.0504,0.7067,0.6288,1.3687,7.797,99.35,2004-06-01
1.225,1.8381,3.13,8.2767,6.0705,45.37,110.28,1164.8,3.8,11.44,6.697,7.4525,6.5356,1.705,1.2459,33.45,40.65,1.92,115.7844,87.5739,144.9012,0.697,0.623,1.3618,7.7967,99.5,2004-06-02
1.2205,1.8387,3.144,8.2768,6.092,45.22,111.14,1164.7,3.8,11.4325,6.719,7.497,6.46,1.712,1.252,33.45,40.74,1.92,115.9884,87.8449,144.9408,0.6849,0.6159,1.3606,7.797,99.57,2004-06-03
1.2258,1.8367,3.13,8.2767,6.0655,45.07,111.27,1164,3.8,11.428,6.679,7.4575,6.46,1.7105,1.244,33.47,40.7,1.92,115.7234,87.4955,144.8849,0.6922,0.6193,1.3505,7.796,99.65,2004-06-04
1.232,1.8386,3.116,8.2767,6.0364,45.1,109.61,1160,3.8,11.344,6.6507,7.4123,6.485,1.7035,1.2371,33.46,40.55,1.92,115.1632,86.9204,144.4651,0.7043,0.6298,1.345,7.7953,99.85,2004-06-07
1.2273,1.8361,3.1195,8.2767,6.063,45.05,109.77,1159,3.8,11.3505,6.678,7.4225,6.58,1.7075,1.2373,33.4,40.58,1.92,115.2965,87.1167,144.4543,0.701,0.6271,1.3468,7.7947,99.8,2004-06-08
1.2097,1.8292,3.113,8.2767,6.153,44.94,109.74,1155,3.8,11.3865,6.761,7.542,6.64,1.7115,1.2526,33.35,40.6,1.92,115.8048,87.8044,144.5297,0.692,0.6204,1.3541,7.7965,99.95,2004-06-09
1.211,1.838,3.113,8.2768,6.144,45.05,109.33,1160,3.8,11.372,6.825,7.555,6.5,1.7127,1.2442,33.4,40.67,1.92,115.762,87.7031,144.603,0.6983,0.6345,1.3572,7.7978,99.98,2004-06-10
1.2011,1.8175,3.15,8.2767,6.189,45.09,110.09,1164.1,3.8,11.382,6.918,7.628,6.5301,1.7167,1.2597,33.51,40.72,1.92,116.3203,88.3899,144.8151,0.6912,0.629,1.3656,7.7954,99.99,2004-06-11
1.2073,1.8148,3.162,8.2766,6.158,45.35,111.15,1164,3.8,11.4248,6.895,7.605,6.623,1.721,1.257,33.52,41.12,1.92,116.4515,88.4557,145.0407,0.6883,0.6255,1.3682,7.7975,100.27,2004-06-14
1.2139,1.8278,3.128,8.2766,6.126,45.38,109.59,1163.4,3.8,11.4145,6.837,7.5448,6.465,1.7138,1.2504,33.7,40.93,1.92,116.0843,87.9823,144.9413,0.696,0.6335,1.3699,7.7998,101.2,2004-06-15
1.2006,1.8262,3.1495,8.2766,6.192,45.34,110.15,1158,3.8,11.399,6.9355,7.621,6.54,1.7196,1.2678,33.58,41.01,1.92,116.5112,88.6299,144.8787,0.687,0.6294,1.3772,7.7987,101.25,2004-06-16
1.204,1.8341,3.124,8.2766,6.1735,45.49,109.63,1157.5,3.8,11.355,6.93,7.6055,6.52,1.7183,1.2565,33.61,40.88,1.92,116.2649,88.3746,144.6968,0.684,0.6242,1.3752,7.7983,101.15,2004-06-17
1.2118,1.8368,3.1425,8.2766,6.1345,45.66,108.65,1160,3.8,11.34,6.888,7.556,6.3985,1.7167,1.2443,33.64,40.97,1.92,115.8515,87.7526,144.7486,0.6905,0.6272,1.3645,7.7997,101.1,2004-06-18
1.211,1.831,3.129,8.2766,6.141,45.88,108.57,1157,3.8,11.311,6.906,7.551,6.3125,1.7203,1.2469,33.67,40.91,1.92,115.825,87.7789,144.6301,0.6905,0.6275,1.364,7.7995,101.4,2004-06-21
1.2092,1.8217,3.135,8.2766,6.1475,46.21,109,1159,3.8,11.32,6.891,7.5825,6.295,1.7193,1.251,33.8,40.98,1.92,115.9301,87.8645,144.7501,0.6855,0.6268,1.3592,7.7994,102.1,2004-06-22
1.209,1.8184,3.1285,8.2767,6.149,45.7,108.64,1160,3.8,11.345,6.926,7.591,6.2525,1.721,1.2536,33.79,41.03,1.92,115.9529,87.8767,144.7879,0.6865,0.6259,1.3614,7.8,102.1,2004-06-23
1.217,1.8216,3.103,8.2766,6.1055,45.85,107.1,1156,3.8,11.303,6.873,7.532,6.2987,1.7097,1.2425,33.59,40.85,1.92,115.1974,86.9901,144.4262,0.6996,0.6337,1.343,7.7995,102.6,2004-06-24
1.2145,1.8218,3.11,8.2767,6.121,45.85,107.82,1150,3.8,11.315,6.839,7.546,6.3,1.7086,1.2504,33.57,40.87,1.92,115.4085,87.2987,144.4142,0.699,0.6365,1.3489,7.7976,102.5,2004-06-25
1.2193,1.8294,3.1375,8.2766,6.096,45.99,107.95,1153,3.8,11.423,6.819,7.499,6.165,1.7095,1.2482,33.65,40.9,1.92,115.3836,87.0425,144.8237,0.6998,0.6412,1.3435,7.799,102.4,2004-06-28
1.2124,1.809,3.12,8.2766,6.1321,46.05,108.18,1152,3.8,11.525,6.9038,7.5325,6.2475,1.7157,1.2615,33.69,40.92,1.92,115.7777,87.4538,145.1062,0.6908,0.6325,1.3465,7.7998,102.35,2004-06-29
1.2179,1.8126,3.105,8.2766,6.103,45.99,109.43,1156,3.8,11.538,6.938,7.525,6.2275,1.723,1.252,33.66,40.91,1.92,115.7195,87.3445,145.1547,0.6952,0.6322,1.3407,7.8,102.4,2004-06-30
1.2158,1.816,3.083,8.2767,6.114,45.88,108.24,1153,3.8,11.506,6.9715,7.546,6.245,1.7155,1.2509,33.6,40.83,1.92,115.3792,87.0158,144.8616,0.7036,0.64,1.3325,7.8,102.4,2004-07-01
1.2307,1.83,3.041,8.2766,6.0425,45.75,108.6,1155.2,3.8,11.473,6.9218,7.466,6.1125,1.7123,1.2336,33.62,40.7,1.92,114.8799,86.4292,144.6273,0.7125,0.6468,1.3254,7.7999,102.4,2004-07-02
1.229,1.8423,3.0435,8.2768,6.0488,46.05,109.24,1155,3.8,11.494,6.8754,7.4761,6.255,1.7162,1.2345,33.61,40.79,1.92,114.9744,86.5262,144.698,0.7148,0.6502,1.3261,7.799,102.6,2004-07-06
1.2384,1.8571,3.03,8.2768,6.004,45.84,108.38,1152.2,3.8,11.4625,6.807,7.415,6.1063,1.7065,1.2264,33.58,40.76,1.92,114.4759,85.9267,144.4917,0.7232,0.6566,1.3196,7.7994,102.9,2004-07-07
1.239,1.8566,3.043,8.2769,6,45.75,108.76,1151,3.8,11.535,6.843,7.413,6.0626,1.7075,1.2247,33.6,40.8,1.92,114.5336,85.9065,144.6843,0.7221,0.657,1.3164,7.8,102.9,2004-07-08
1.2388,1.8555,3.044,8.2769,6.002,45.66,108.21,1149.6,3.8,11.51,6.8325,7.4276,6.115,1.701,1.2258,33.62,40.8,1.92,114.512,85.9241,144.5933,0.7226,0.658,1.3207,7.8,102.85,2004-07-09
1.2409,1.864,3.0425,8.2768,5.9925,45.72,108.24,1147.6,3.8,11.503,6.816,7.421,6.04,1.6957,1.2243,33.64,40.69,1.92,114.3731,85.7866,144.4805,0.728,0.6612,1.3188,7.7997,103,2004-07-12
